,Scale ID,Scale,Dataset,Language,0,1,2,3,4,5,6,7
295,72,distant-closeXX.rankings,demelo,ES,cercano,estrecho,íntimo,,,,,
296,15,hot-coldXX.rankings,demelo,EN,cool || refrigerated || chilly,cold,frigid,icy || frozen,,,,
297,15,hot-coldXX.rankings,demelo,FR,frais,froid,glacé,glacial || gelé,,,,
298,15,hot-coldXX.rankings,demelo,EL,δροσερός,κρύος,παγωμένος,παγερός || κατεψυγμένος,,,,
299,15,hot-coldXX.rankings,demelo,ES,fresco || enfriado,frío,helado,congelado,,,,
300,73,loud-softXX.rankings,demelo,EN,low,subdued,quiet,,,,,
301,73,loud-softXX.rankings,demelo,FR,bas,adouci ,silencieux,,,,,
302,73,loud-softXX.rankings,demelo,EL,χαμηλός,ήσυχος || σιωπηλός,αθόρυβος,,,,,
303,73,loud-softXX.rankings,demelo,ES,bajo,tenue || suave,silencioso,,,,,
304,74,mild-intenseXX.rankings,demelo,EN,strong,intense,terrible,overwhelming,violent,,,
305,74,mild-intenseXX.rankings,demelo,FR,fort,intense,terrible,accablant || écrasant,violent,,,
306,74,mild-intenseXX.rankings,demelo,EL,δυνατός,έντονος,τρομερός,συντριπτικός || σαρωτικός,βίαιος,,,
307,74,mild-intenseXX.rankings,demelo,ES,fuerte,intenso,terrible,abrumador,violento,,,
308,75,XXinteresting-uninteresting.rankings,demelo,EN,interesting,intriguing,amusing || entertaining,fascinating || exciting,,,,
309,75,XXinteresting-uninteresting.rankings,demelo,FR,intéressant,intriguant,amusant || divertissant,fascinant || passionnant || excitant,,,,
310,75,XXinteresting-uninteresting.rankings,demelo,EL,ενδιαφέρων,ελκυστικός,διασκεδαστικός || ψυχαγωγικός,συναρπαστικός,,,,
311,75,XXinteresting-uninteresting.rankings,demelo,ES,interesante,intrigante,entretenido || ameno,fascinante || emocionante,,,,
312,76,smooth-roughXX.rankings,demelo,EN,cracked,broken,crushed,,,,,
313,76,smooth-roughXX.rankings,demelo,FR,fendu || fissuré || craquelé,cassé,écrasé,,,,,
314,76,smooth-roughXX.rankings,demelo,EL,ραγισμένος,σπασμένος,θρυμματισμένος || κομματιασμένος,,,,,
315,76,smooth-roughXX.rankings,demelo,ES,agrietado,roto,machacado,,,,,
316,16,XXbeautiful-ugly.rankings,demelo,EN,handsome || lovely || gorgeous,beautiful || pretty || attractive,,,,,,
317,16,XXbeautiful-ugly.rankings,demelo,FR,beau,attirant,superbe || splendide,,,,,
318,16,XXbeautiful-ugly.rankings,demelo,EL,χαριτωμένος,όμορφος || ωραίος,ελκυστικός,πανέμορφος,,,,
319,16,XXbeautiful-ugly.rankings,demelo,ES,bonito,guapo,atractivo,hermoso || precioso,,,,
320,77,XXfull-empty.rankings,demelo,EN,full,stuffed,overloaded,overflowing,,,,
321,77,XXfull-empty.rankings,demelo,FR,plein,rempli || rembourré,surchargé,débordant,,,,
322,77,XXfull-empty.rankings,demelo,EL,γεμάτος,παραγεμισμένος,παραφορτωμένος,ξέχειλος,,,,
323,77,XXfull-empty.rankings,demelo,ES,lleno,relleno,sobrecargado,saturado,,,,
324,78,sane-insaneXX.rankings,demelo,EN,unstable,crazy,insane,,,,,
325,78,sane-insaneXX.rankings,demelo,FR,instable,fou,dément,,,,,
326,78,sane-insaneXX.rankings,demelo,EL,ασταθής,τρελός,παράφρων,,,,,
327,78,sane-insaneXX.rankings,demelo,ES,inestable,loco,demente,,,,,
328,79,dispensable-indispensableXX.rankings,demelo,EN,necessary,vital,indispensable,critical,,,,
329,79,dispensable-indispensableXX.rankings,demelo,FR,nécessaire,vital,indispensable,crucial || primordial,,,,
330,79,dispensable-indispensableXX.rankings,demelo,EL,αναγκαίος,ζωτικός,απαραίτητος,κρίσιμος,,,,
331,79,dispensable-indispensableXX.rankings,demelo,ES,necesario,vital,indispensable,crítico,,,,
332,80,big-littleXX.rankings,demelo,EN,small,smaller,midget,minute,tiny || minuscule,micro || microscopic,,
333,80,big-littleXX.rankings,demelo,FR,petit,moindre,nain,menu,minuscule || tout petit,microscopique,,
334,80,big-littleXX.rankings,demelo,EL,μικρός,μικρότερος,νάνος,παραμικρός,μικρούτσικος || μικρούλης,μικροσκοπικός,,
335,80,big-littleXX.rankings,demelo,ES,pequeño || chico,pequeñísimo,enano,diminuto,minúsculo,microscópico,,
336,81,XXcomprehensive-incomprehensive.rankings,demelo,EN,statewide,nationwide,worldwide,,,,,
337,81,XXcomprehensive-incomprehensive.rankings,demelo,FR,régional,national,mondial || universel,,,,,
338,81,XXcomprehensive-incomprehensive.rankings,demelo,EL,κρατικός,πανεθνικός,παγκόσμιος,,,,,
339,81,XXcomprehensive-incomprehensive.rankings,demelo,ES,estatal,nacional,mundial,,,,,
340,82,national-internationalXX.rankings,demelo,EN,transnational,international,global,,,,,
341,82,national-internationalXX.rankings,demelo,FR,multinational,international,global || mondial || universel,,,,,
342,82,national-internationalXX.rankings,demelo,EL,διεθνικός,διεθνής,παγκόσμιος,,,,,
343,82,national-internationalXX.rankings,demelo,ES,internacional,multinacional,global,,,,,
344,83,comfortable-uncomfortableXX.rankings,demelo,EN,uncomfortable,uneasy,painful,,,,,
345,83,comfortable-uncomfortableXX.rankings,demelo,FR,inconfortable,gêné || embarrassé,pénible,,,,,
346,83,comfortable-uncomfortableXX.rankings,demelo,EL,άβολος,αμήχανος,επώδυνος,,,,,
347,83,comfortable-uncomfortableXX.rankings,demelo,ES,incómodo,molesto,doloroso,,,,,
348,18,good-badXX.rankings,demelo,EN,hard,painful,hopeless,,,,,
349,18,good-badXX.rankings,demelo,FR,dur || difficile,pénible,désespéré ,,,,,
350,18,good-badXX.rankings,demelo,EL,δύσκολος,επίπονος,απελπιστικός,,,,,
351,18,good-badXX.rankings,demelo,ES,difícil,doloroso,desesperado,,,,,
352,84,XXsugary-nonsweet.rankings,demelo,EN,sweet,sugary,syrupy,,,,,
353,84,XXsugary-nonsweet.rankings,demelo,FR,doux,sucré,sirupeux,,,,,
354,84,XXsugary-nonsweet.rankings,demelo,EL,γλυκός,ζαχαρώδης || ζαχαρούχος,σιροπιαστός || γλυκύτατος,,,,,
355,84,XXsugary-nonsweet.rankings,demelo,ES,dulce,azucarado,almibarado,,,,,
356,85,XXconcerned-unconcerned.rankings,demelo,EN,concerned,preoccupied,obsessed,,,,,
357,85,XXconcerned-unconcerned.rankings,demelo,FR,inquiet || soucieux,préoccupé,obsédé,,,,,
358,85,XXconcerned-unconcerned.rankings,demelo,EL,ανήσυχος,προβληματισμένος,εμμονικός,,,,,
359,85,XXconcerned-unconcerned.rankings,demelo,ES,preocupado,angustiado,obsesionado,,,,,
360,86,virtuous-wickedXX.rankings,demelo,EN,wrong,immoral,sinful,evil,,,,
361,86,virtuous-wickedXX.rankings,demelo,FR,faux,immoral,débauché || dépravé,malfaisant,,,,
362,86,virtuous-wickedXX.rankings,demelo,EL,λανθασμένος,ανήθικος,αμαρτωλός,σατανικός,,,,
363,86,virtuous-wickedXX.rankings,demelo,ES,incorrecto,inmoral,ilícito,maligno,,,,
364,87,XXavailable-unavailable.rankings,demelo,EN,available,accessible,visible,,,,,
365,87,XXavailable-unavailable.rankings,demelo,FR,disponible,accessible,visible,,,,,
366,87,XXavailable-unavailable.rankings,demelo,EL,διαθέσιμος,προσβάσιμος,ορατός,,,,,
367,87,XXavailable-unavailable.rankings,demelo,ES,disponible,accesible,visible,,,,,
368,88,friendly-unfriendlyXX.rankings,demelo,EN,cool || chilly,unfriendly,hostile,,,,,
369,88,friendly-unfriendlyXX.rankings,demelo,FR,froid,antipathique,hostile,,,,,
370,88,friendly-unfriendlyXX.rankings,demelo,EL,ψυχρός,αντιπαθητικός,εχθρικός,,,,,
371,88,friendly-unfriendlyXX.rankings,demelo,ES,frío || arisco,antipático || desagradable,hostil,,,,,
372,89,XXample-meager.rankings,demelo,EN,sufficient,good || wide,full,,,,,
373,89,XXample-meager.rankings,demelo,FR,suffisant,bon,plein,,,,,
374,89,XXample-meager.rankings,demelo,EL,αρκετός,πολύς || ευρύς,γεμάτος,,,,,
375,89,XXample-meager.rankings,demelo,ES,suficiente || bastante,amplio,,,,,,
376,90,XXhigh-low.rankings,demelo,EN,high,higher,soaring,,,,,
377,90,XXhigh-low.rankings,demelo,FR,haut || élevé,plus haut || plus élevé,,,,,,
378,90,XXhigh-low.rankings,demelo,EL,ψηλός,ψηλότερος,απογειωμένος,,,,,
379,90,XXhigh-low.rankings,demelo,ES,alto,elevado,altísimo,,,,,
380,91,XXvalid-invalid.rankings,demelo,EN,reasonable,valid,sound,,,,,
381,91,XXvalid-invalid.rankings,demelo,FR,raisonnable,valable || valide,solide,,,,,
382,91,XXvalid-invalid.rankings,demelo,EL,λογικός ,έγκυρος,επικυρωμένος || έγκριτος,,,,,
383,91,XXvalid-invalid.rankings,demelo,ES,razonable,válido,sólido,,,,,
384,92,XXnecessary-unnecessary.rankings,demelo,EN,needed,necessary,required || essential,indispensable,,,,
385,92,XXnecessary-unnecessary.rankings,demelo,FR,,nécessaire,requis || essentiel,indispensable,,,,
386,92,XXnecessary-unnecessary.rankings,demelo,EL,απαιτούμενος,αναγκαίος,επιβεβλημένος || απαραίτητος,,,,,
387,92,XXnecessary-unnecessary.rankings,demelo,ES,necesario,esencial,indispensable || imprescindible,,,,,
388,93,XXfar-close.rankings,demelo,EN,far,further || farther,removed,,,,,
389,93,XXfar-close.rankings,demelo,FR,lointain || éloigné,plus éloigné,retiré,,,,,
390,93,XXfar-close.rankings,demelo,EL,μακρινός,μακρύτερος,απομακρυσμένος,,,,,
391,93,XXfar-close.rankings,demelo,ES,apartado,lejano,remoto,,,,,
392,94,b,demelo,EN,sick || ill,impaired,disabled,,,,,
393,95,fit-unfitXX.rankings,demelo,FR,malade,affaibli,infirme || handicapé,,,,,
394,95,fit-unfitXX.rankings,demelo,EL,άρρωστος || ασθενής,επιβαρυμένος || εξασθενημένος,ανάπηρος,,,,,
395,95,fit-unfitXX.rankings,demelo,ES,indispuesto,enfermo,discapacitado,,,,,
396,96,XXstimulating-unexciting.rankings,demelo,EN,interesting,moving,exciting,thrilling,,,,
397,96,XXstimulating-unexciting.rankings,demelo,FR,intéressant,émouvant || touchant,passionnant,palpitant,,,,
398,96,XXstimulating-unexciting.rankings,demelo,EL,ενδιαφέρων,συγκινητικός,συναρπαστικός,συγκλονιστικός,,,,
399,96,XXstimulating-unexciting.rankings,demelo,ES,interesante,emotivo,emocionante,apasionante,,,,
400,97,XXprivate-public.rankings,demelo,EN,personal,private,secret,,,,,
401,97,XXprivate-public.rankings,demelo,FR,personnel,privé,secret,,,,,
402,97,XXprivate-public.rankings,demelo,EL,προσωπικός,ιδιωτικός,κρυφός,,,,,
403,97,XXprivate-public.rankings,demelo,ES,personal,privado,secreto,,,,,
404,98,expensive-cheapXX.rankings,demelo,EN,affordable,inexpensive,cheap,,,,,
405,98,expensive-cheapXX.rankings,demelo,FR,abordable,bon marché ,pas cher ,,,,,
406,98,expensive-cheapXX.rankings,demelo,EL,προσιτός,οικονομικός,φτηνός || φθηνός,,,,,
407,98,expensive-cheapXX.rankings,demelo,ES,asequible,económico,barato,,,,,
408,99,safe-dangerousXX.rankings,demelo,EN,unreliable,dangerous || risky,suicidal,,,,,
409,99,safe-dangerousXX.rankings,demelo,FR,pas fiable,dangereux ,suicidaire,,,,,
410,99,safe-dangerousXX.rankings,demelo,EL,αφερέγγυος || αναξιόπιστος,επικίνδυνος || επισφαλής,καταστροφικός || θανάσιμος,,,,,
411,99,safe-dangerousXX.rankings,demelo,ES,arriesgado,peligroso,suicida,,,,,
412,100,fortunate-unfortunateXX.rankings,demelo,EN,unfortunate,disastrous,fatal,,,,,
413,100,fortunate-unfortunateXX.rankings,demelo,FR,malheureux,désastreux || catastrophique,fatal || mortel,,,,,
414,100,fortunate-unfortunateXX.rankings,demelo,EL,ατυχής,καταστροφικός || καταστρεπτικός,ολέθριος || θανάσιμος ,,,,,
415,100,fortunate-unfortunateXX.rankings,demelo,ES,desafortunado,desastroso,fatal,,,,,
416,101,XXaware-incognizant.rankings,demelo,EN,alive,awake,aware || conscious,,,,,
417,101,XXaware-incognizant.rankings,demelo,FR,vivant,éveillé,conscient ,,,,,
418,101,XXaware-incognizant.rankings,demelo,EL,ζωντανός,ξύπνιος,ενσυνείδητος,,,,,
419,101,XXaware-incognizant.rankings,demelo,ES,vivo,despierto,consciente,,,,,
420,102,XXlike-unlike.rankings,demelo,EN,like,equal,same,,,,,
421,102,XXlike-unlike.rankings,demelo,FR,similaire || pareil,égal,même,,,,,
422,102,XXlike-unlike.rankings,demelo,EL,όμοιος,ίσος,ίδιος,,,,,
423,102,XXlike-unlike.rankings,demelo,ES,parecido,igual,idéntico,,,,,
424,103,XXstrange-familiar.rankings,demelo,EN,strange || funny,unusual,weird,eerie,,,,
425,103,XXstrange-familiar.rankings,demelo,FR,étrange,insolite,bizarre,sinistre,,,,
426,103,XXstrange-familiar.rankings,demelo,EL,περίεργος,ασυνήθιστος || σπάνιος,παράξενος,απόκοσμος,,,,
427,103,XXstrange-familiar.rankings,demelo,ES,raro || extraño,inusual,insólito,,,,,
428,104,clean-dirtyXX.rankings,demelo,EN,indecent,profane,obscene,,,,,
429,104,clean-dirtyXX.rankings,demelo,FR,indécent,vulgaire || grossier,obscène,,,,,
430,104,clean-dirtyXX.rankings,demelo,EL,άσεμνος || απρεπής,βλάσφημος,χυδαίος || αισχρός,,,,,
431,104,clean-dirtyXX.rankings,demelo,ES,indecente,obsceno,vulgar,,,,,
